"catalogNumber","traitID","taxonID","stageID","observationNumber","scientificName","traitName","traitValue","traitUnit","valueType","lifeStage","assocTemperature","dispersionSD","individualCount","sizeType","sizeAssocName","sizeAssocUnit","sizeAssocValue","sizeAssocSD","sizeAssocN","sizeAssocReference","verbatimLocality","decimalLongitude","decimalLatitude","notes","primaryReference","secondaryReference","primaryReferenceDOI","secondaryReferenceDOI","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","basisOfRecord","basisOfRecordDescription","uploadBy","uploadDate","maxObsNum","verbatimScientificName","verbatimTraitName","verbatimTraitValue","verbatimTraitUnit","verbatimLifeStage","verbatimTemperature","verbatimNotes","aggregateMeasure","isDerived","catalogSource","errorRisk","errorRiskRank"
"139-4515-1",139,4515,0,1,"Orthoconchoecia striola","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:176562","Orthoconchoecia striola (Müller, G. W., 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Orthoconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Orthoconchoecia striola","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4429-1",139,4429,0,1,"Discoconchoecia pseudodiscophora","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:172490","Discoconchoecia pseudodiscophora (Rudjakov, 1962)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Discoconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Discoconchoecia pseudodiscophora","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4482-1",139,4482,0,1,"Metaconchoecia inflata","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127807","Metaconchoecia inflata (Gooday, 1981)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Metaconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Metaconchoecia inflata","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4477-1",139,4477,0,1,"Metaconchoecia","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127546","Metaconchoecia Howe, 1955","Genus","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Metaconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Metaconchoecia","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4394-1",139,4394,0,1,"Conchoecetta giesbrechti","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127769","Conchoecetta giesbrechti (Müller, 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecetta","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Conchoecetta giesbrechti","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4463-1",139,4463,0,1,"Lophuroecia lophura","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:1314233","Lophuroecia lophura (Müller, 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Lophuroecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Lophuroecia lophura","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4487-1",139,4487,0,1,"Metaconchoecia skogsbergi","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127814","Metaconchoecia skogsbergi (Iles, 1953)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Metaconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Metaconchoecia skogsbergi","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4492-1",139,4492,0,1,"Mikroconchoecia acuticosta","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127819","Mikroconchoecia acuticosta Müller, G. W., 1906","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Mikroconchoecia acuticosta","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4403-1",139,4403,0,1,"Conchoecilla daphnoides","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127776","Conchoecilla daphnoides Claus, 1890","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecilla","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Conchoecilla daphnoides","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4426-1",139,4426,0,1,"Discoconchoecia","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127536","Discoconchoecia Martens, 1979","Genus","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Discoconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Discoconchoecia","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4483-1",139,4483,0,1,"Metaconchoecia inflata lata","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:175792","Metaconchoecia inflata lata Chavtur, 2003","Subspecies","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Metaconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Metaconchoecia inflata lata","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4484-1",139,4484,0,1,"Metaconchoecia longiseta","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:175796","Metaconchoecia longiseta Chavtur, 2003","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Metaconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Metaconchoecia longiseta","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4362-1",139,4362,0,1,"Alacia alata","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127732","Alacia alata (Müller, 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Alacia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Alacia alata","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4469-1",139,4469,0,1,"Macrochoecilla macrocheira","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:1314230","Macrochoecilla macrocheira (Müller, 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Macrochoecilla","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Macrochoecilla macrocheira","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4437-1",139,4437,0,1,"Fellia bicornis","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127786","Fellia bicornis (Müller, 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Fellia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Fellia bicornis","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4481-1",139,4481,0,1,"Metaconchoecia fowleri","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127805","Metaconchoecia fowleri (Gooday, 1981)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Metaconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Metaconchoecia fowleri","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4393-1",139,4393,0,1,"Conchoecetta acuminata","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127768","Conchoecetta acuminata Claus, 1890","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecetta","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Conchoecetta acuminata","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4519-1",139,4519,0,1,"Paraconchoecia angusta","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:176565","Paraconchoecia angusta Chavtur, 1986","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Paraconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Paraconchoecia angusta","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4493-1",139,4493,0,1,"Mikroconchoecia curta","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127820","Mikroconchoecia curta (Lubbock, 1860)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Mikroconchoecia curta","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4512-1",139,4512,0,1,"Orthoconchoecia bispinosa","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127830","Orthoconchoecia bispinosa (Claus, 1890)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Orthoconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Orthoconchoecia bispinosa","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4458-1",139,4458,0,1,"Hyalocoecia hyalophyllum","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:1314235","Hyalocoecia hyalophyllum (Claus, 1890)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Hyalocoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Hyalocoecia hyalophyllum","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4495-1",139,4495,0,1,"Mikroconchoecia stigmatica","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127823","Mikroconchoecia stigmatica Müller, G. W., 1906","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Mikroconchoecia stigmatica","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4454-1",139,4454,0,1,"Halocypris","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127543","Halocypris Dana, 1853","Genus","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Halocypris","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Halocypris","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4516-1",139,4516,0,1,"Paraconchoecia","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127552","Paraconchoecia Claus, 1891","Genus","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Paraconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Paraconchoecia","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4564-1",139,4564,0,1,"Scleroconcha trituberculata","reproductionMode","brooding",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:451269","Scleroconcha trituberculata (Lucas, 1931)","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Philomedidae","Scleroconcha","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Scleroconcha trituberculata","reproductionMode","Brooding",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4436-1",139,4436,0,1,"Fellia","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:175710","Fellia Poulsen, 1969","Genus","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Fellia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Fellia","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4439-1",139,4439,0,1,"Fellia dispar","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:176603","Fellia dispar (Müller, 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Fellia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Fellia dispar","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4389-1",139,4389,0,1,"Boroecia maxima","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127767","Boroecia maxima (Brady & Norman, 1896)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Boroecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Boroecia maxima","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4404-1",139,4404,0,1,"Conchoecissa","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127535","Conchoecissa Claus, 1890","Genus","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecissa","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Conchoecissa","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4467-1",139,4467,0,1,"Loricoecia loricata","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127798","Loricoecia loricata (Claus, 1894)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Loricoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Loricoecia loricata","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4535-1",139,4535,0,1,"Paramollicia dichotoma","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127849","Paramollicia dichotoma (Müller, G. W., 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Paramollicia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Paramollicia dichotoma","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4549-1",139,4549,0,1,"Porroecia","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127554","Porroecia Martens, 1979","Genus","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Porroecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Porroecia","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4377-1",139,4377,0,1,"Archiconchoecia","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127529","Archiconchoecia Müller, 1894","Genus","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Archiconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Archiconchoecia","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4387-1",139,4387,0,1,"Boroecia","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127531","Boroecia Poulsen, 1973","Genus","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Boroecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Boroecia","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4391-1",139,4391,0,1,"Clausoecia pusilla","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:536008","Clausoecia pusilla (Müller, G. W., 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Clausoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Clausoecia pusilla","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4405-1",139,4405,0,1,"Conchoecissa ametra","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127777","Conchoecissa ametra (Müller, 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecissa","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Conchoecissa ametra","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4425-1",139,4425,0,1,"Diasterope pilosa","reproductionMode","brooding",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:451103","Diasterope pilosa Poulsen, 1965","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Diasterope","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Diasterope pilosa","reproductionMode","Brooding",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4438-1",139,4438,0,1,"Fellia cornuta","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127787","Fellia cornuta (Müller, 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Fellia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Fellia cornuta","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4441-1",139,4441,0,1,"Gaussicia edentata","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127788","Gaussicia edentata (Müller, G. W., 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Gaussicia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Gaussicia edentata","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4466-1",139,4466,0,1,"Loricoecia ctenophora","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127797","Loricoecia ctenophora (Müller, G. W., 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Loricoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Loricoecia ctenophora","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4513-1",139,4513,0,1,"Orthoconchoecia haddoni","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127831","Orthoconchoecia haddoni (Brady & Norman, 1896)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Orthoconchoecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Orthoconchoecia haddoni","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-4554-1",139,4554,0,1,"Proceroecia brachyaskos","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Angel2017",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127857","Proceroecia brachyaskos (Müller, G. W., 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Proceroecia","Ostracod","literature",NA,"P. Pata","2023-08-15",1,"Proceroecia brachyaskos","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-2553-1",139,2553,0,1,"Pseudosagitta lyra","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Boltovskoy1999",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105444","Pseudosagitta lyra (Krohn, 1853)","Species","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Pseudosagitta","Chaetognath","literature",NA,"P. Pata","2023-08-15",1,"Pseudosagitta lyra","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-2547-1",139,2547,0,1,"Parasagitta euneritica","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Boltovskoy1999",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:266254","Parasagitta euneritica (Alvariño, 1961)","Species","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Parasagitta","Chaetognath","literature",NA,"P. Pata","2023-08-15",1,"Parasagitta euneritica","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-2544-1",139,2544,0,1,"Mesosagitta minima","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Boltovskoy1999",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105437","Mesosagitta minima (Grassi, 1881)","Species","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Mesosagitta","Chaetognath","literature",NA,"P. Pata","2023-08-15",1,"Mesosagitta minima","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"139-2519-1",139,2519,0,1,"Decipisagitta decipiens","reproductionMode","broadcasting",NA,"categorical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Boltovskoy1999",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:370469","Decipisagitta decipiens (Fowler, 1905)","Species","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Decipisagitta","Chaetognath","literature",NA,"P. Pata","2023-08-15",1,"Decipisagitta decipiens","reproductionMode","Broadcast",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
